"","1","2","3","4"
"4-546-2_0_P9_1",0.00130072766185937,0.0068173016418264,0.00775260317357791,0.984129367522736
"4-546-3_0_M9_1",0.00195202383553726,0.00977404811675109,0.0086459568055313,0.97962797124218
"4-590-1_0_N10_1",0.000639870596658324,0.00589913341731579,0.0104606610821968,0.983000334903829
"4-590-2_0_O10_1",0.000592589735951346,0.00543936371945191,0.010143815282516,0.983824231262081
"4-590-3_0_N10_1",0.00129000845310023,0.00485099727998133,0.00965391863417186,0.984205075632747
"4-716-1_0_M13_1",0.000579897745093596,0.00520283304151257,0.00993756641294292,0.984279702800451
"4-716-2_0_N13_1",0.000566895390674384,0.00353952055851813,0.00964937770895086,0.986244206341857
"4-716-3_0_P13_1",0.000456025935924053,0.00546454074560542,0.0101631223396527,0.983916310978818
"4-722-1_0_M14_1",0.000499271097384053,0.00589253738174998,0.0104115652932818,0.983196626227584
"4-722-2_0_N14_1",0.000678497152437614,0.00587996044013368,0.0104579657273372,0.982983576680092
"4-722-3_0_O14_1",0.000593113653036496,0.00811120095318931,0.0100105333148705,0.981285152078904
"4-725-1_0_N15_1",0.000579685562969446,0.00627129603207244,0.0105498585725318,0.982599159832427
"4-725-2_0_N15_1",0.000582184846477273,0.00625053393170429,0.0105415288382319,0.982625752383586
"4-725-3_0_P15_1",0.00057433043584628,0.00630738984077144,0.0105486294450756,0.982569650278307
"4-796-1_0_P16_1",0.000633226764163157,0.00483989094645115,0.00963825381329465,0.984888628476091
"4-796-2_0_N16_1",0.00151440799754226,0.00496492507678677,0.00966934491022724,0.983851322015444
"4-796-3_0_P16_1",0.000633251708937922,0.00484127604033569,0.00965041544558187,0.984875056805144
"4-828-1_0_M18_1",0.00355126796339226,0.00681763926695465,0.00766253303007318,0.98196855973958
"4-828-2_0_O18_1",0.00259327587462318,0.00689904918229024,0.00992926015938066,0.980578414783706
"4-828-3_0_P18_1",0.00351075749682865,0.00612605457972282,0.00877652322328397,0.981586664700165
"4-857-1_0_M19_1",0.000621050167428008,0.00956853049756383,0.00761626391907372,0.982194155415935
"4-857-2_0_O19_1",0.000590214905763548,0.00969105749704142,0.0068815071274701,0.982837220469725
"4-857-3_0_M19_1",0.000647611647338801,0.00959007882528502,0.00916473556799247,0.980597573959384
