"","Label","X2001.261211","X2007.422087","X2013.279207","X2016.669207","X2024.979207","X2028.436454","X2039.978499","X2043.479207","X2045.998447","X2048.870919","X2051.410488","X2054.857181","X2055.836974","X2058.58624","X2061.178818","X2062.192567","X2067.91504","X2069.119478","X2075.320172","X2089.64256","X2090.945593","X2093.008528","X2095.65803","X2102.630183","X2109.926219","X2112.834067","X2114.265345","X2115.77175","X2118.902972","X2122.050869","X2123.50427","X2124.516154","X2127.560619","X2129.659244","X2132.274938","X2137.372937","X2141.349711","X2142.593848","X2149.280653","X2152.89358","X2155.378278","X2156.476877","X2159.027648","X2162.327259","X2164.180995","X2171.611081","X2174.903506","X2177.468946","X2179.234552","X2182.744173","X2186.002594","X2187.233664","X2189.234384","X2196.349597","X2205.780344","X2216.443647","X2224.175602","X2235.950685","X2239.478116","X2240.864245","X2244.783428","X2247.071096","X2250.292305","X2254.581253","X2256.800157","X2258.495973","X2260.352137","X2263.903237","X2265.628588","X2268.171052","X2271.231221","X2274.143981","X2282.784309","X2285.983647","X2287.752889","X2289.681754","X2291.036372","X2292.078358","X2292.549005","X2292.806728","X2295.608446","X2298.630524","X2299.030513","X2300.224705","X2301.578417","X2302.606306","X2308.228628","X2318.535127","X2321.611542","X2326.04607","X2331.355888","X2333.060648","X2334.293801","X2338.236995","X2341.815277","X2344.221286","X2346.992571","X2351.684193","X2363.765569","X2367.449354","X2368.539184","X2375.090615","X2381.786789","X2382.946007","X2384.539306","X2386.410635","X2388.931867","X2391.622686","X2392.349314","X2392.824189","X2397.311663","X2409.210556","X2415.927156","X2418.787462","X2422.124049","X2424.351367","X2427.925145","X2431.992032","X2433.437505","X2436.894212","X2440.926514","X2454.385085","X2469.768833","X2482.020184","X2483.55288","X2484.220478","X2487.33464","X2490.473003","X2491.198807","X2491.598218","X2495.701766","X2501.95281","X2503.790232","X2505.180487","X2508.08121","X2511.381971","X2526.638376","X2538.504679","X2546.393373","X2551.18424","X2556.899801","X2563.411363","X2573.370885","X2588.99869","X2590.363414","X2591.159503","X2593.196517","X2595.219776","X2596.252357","X2597.90052","X2598.953212","X2600.133979","X2602.401963","X2606.229401","X2614.542336","X2626.419585","X2633.953853","X2636.892884","X2639.16819","X2644.76012","X2648.702342","X2653.775104","X2665.853386","X2689.913061","X2693.442431","X2702.450362","X2708.159521","X2713.355206","X2718.013296","X2720.745043","X2723.976975","X2736.92275","X2757.733921","X2760.36083","X2766.383778","X2771.632837","X2775.009605","X2779.310711","X2783.522861","X2785.201129","X2787.045201","X2792.234964","X2797.46781","X2802.584239","X2805.250228","X2823.261802","X2833.833541","X2843.07452","X2846.57136","X2858.882729","X2864.533583","X2865.690762","X2869.784872","X2874.081966","X2874.84337","X2884.551856","X2889.492039","X2895.346594","X2901.589978","X2906.46029","X2926.865823","X2944.427102","X2965.197596","X2997.126939","X3007.596843","X3012.622804","X3022.508789","X3027.411737","X3035.919322","X3045.792789","X3066.444446","X3094.122739","X3117.275228","X3133.506071","X3144.814087","X3148.887339","X3151.154192","X3151.9077","X3152.644043","X3154.86991","X3157.383728","X3158.203251","X3175.805765","X3198.43109","X3221.637172","X3236.575819","X3244.711364","X3248.610202","X3263.310759","X3272.632147","X3301.280928","X3310.60704","X3321.862418","X3328.672308","X3333.015696","X3343.221605","X3363.197381","X3376.891285","X3401.620408","X3424.092199","X3427.197167","X3430.882489","X3438.158803","X3447.581221","X3462.568031","X3465.667574","X3467.30348","X3470.49305","X3473.753075","X3474.431089","X3476.115177","X3492.169751","X3511.535337","X3535.116641","X3538.158794","X3545.241376","X3560.43318","X3593.631277","X3609.876754","X3615.943241","X3637.387973","X3660.544482","X3680.673697","X3706.000601","X3723.817594","X3735.60402","X3742.205128","X3775.554994","X3780.216103","X3785.404277","X3786.500816","X3788.505842","X3790.252114","X3792.850563","X3797.01127","X3807.13985","X3812.383022","X3816.758033","X3826.329332","X3836.903086","X3866.963854","X3888.032258","X3891.070551","X3902.117852","X3906.818263","X3911.301596","X3914.028263","X3918.514168","X3924.933977","X3927.100263","X3929.375763","X3932.738263","X3937.510763","X3942.368263","X3966.544086","X3969.894929","X3972.860763","X3977.391596","X3979.678263","X3982.854631","X3988.795463","X3994.425949","X3999.425406","X4002.501596","X4005.598263","X4022.811596","X4040.934949","X4073.471324","X4095.278753","X4109.988263","X4157.471899","X4190.284929","X4248.427596","X4273.303263","X4288.797692","X4300.118263","X4306.894384","X4316.880763","X4321.148263","X4333.367354","X4367.090885","X4384.665104","X4397.733263","X4407.264332","X4423.247263","X4463.063263","X4484.388263","X4530.488263","X4552.871453","X4577.60925","X4596.584009","X4615.271696","X4666.220502","X4707.038263","X4717.5032","X4735.451596","X4842.553263","X4948.618263","X4967.396577","X4985.967918","X5006.809891","X5026.811606","X5048.239447","X5053.988263","X5067.391231","X5096.141251","X5113.399653","X5129.388263","X5142.309691","X5159.490502","X5177.621366","X5195.924145","X5265.078263","X5294.299717","X5309.048263","X5343.796445","X5365.485763","X5434.928263","X5616.233818","X5664.275763","X5869.935336","X5875.048263","X5892.386263","X5993.448263","X6096.278263","X6164.988263","X6178.836929","X6196.298263","X6211.624929","X6382.928263","X6435.014175","X6454.911596","X6483.528263","X6633.99253","X6653.248263","X6677.928263","X6898.648263","X6905.958263","X7024.033263","X7109.548263","X7547.408263","X7568.859264","X7596.139929","X7617.965081","X7641.616055","X7669.016511","X7725.459263","X7767.816232","X7790.210552","X7811.588263","X7836.788263","X7935.140036","X7955.532548","X7976.226596","X8011.800263","X8039.215763","X8084.858263","X8143.801263","X8215.708263","X8601.833352","X8756.570763","X8919.134929","X8939.293263","X9133.458263","X9368.044579","X9420.028263","X14055.40826","X15130.7503","X15870.90426"
"1-149-1_0_A2_1","1",0.6173574,0.968156738,1.307165699,1.23347426,1.693433706,1.653348446,1.368512318,1.13088985,1.753324376,1.932111048,2.611854036,1.150976296,0.760342829,0.809389317,1.180041576,1.168937953,1.223650427,1.210605558,0.61610267,0.91768073,1.019953424,0.854731135,-0.821846976,-2.028411663,-1.343687427,0.176,0.151263035,-0.182551967,-1.037754712,-1.016244989,-2.896895266,-1.7676935,-0.850063275,0.021861408,0.693995673,1.234020541,0.699620662,0.283211863,-0.122902681,0.276205128,0.78073318,0.882249919,0.729900687,0.873832702,0.680403802,-0.173803121,0.097106863,0.405084597,0.763319666,1.478187816,1.257281986,1.028877154,0.819225236,0.938172675,1.106150589,0.353558384,1.446298859,-1.72560037,-3.465713851,-4.162950821,0.682399585,1.146926586,1.169935586,0.45034692,-0.123819435,-1.11337926,-2.840463807,0.169002408,0.284374249,0.778541253,0.671299808,0.119562707,0.802226681,0.691466456,-0.318847121,-0.740799271,-0.85129198,-0.96091112,-0.995783912,-1.014671455,-1.202930041,-1.47639574,-1.527975713,-1.625680222,-1.744367395,-1.686263143,-0.961342086,0.897883549,0.799,0.66760163,-5.531007675,-1.829927687,-2.878815708,-1.569968149,0.04256727,0.61186906,1.263407239,1.135846332,-0.45071387,0.704100594,0.932391663,1.41375267,-1.072219821,-0.79603177,-0.449659909,-0.11356767,0.16378778,0.412232012,0.48728472,0.554376822,0.857851235,0.99075648,0.737489348,0.793244439,0.764331774,-0.100539473,-5.793710524,-1.476666319,-1.308193639,-1.11621868,-1.141228752,-0.075516824,0.83693863,0.514178613,0.289150741,0.223303963,-0.097810984,-1.13443603,-1.383604564,-1.54,-9.274535581,0.059416256,0.550219538,0.54310445,0.475952599,0.065614091,1.164305168,0.948464786,1.75258132,1.37862257,0.920172854,1.067787123,2.06725814,1.772729386,2.18237879,2.198043939,1.610766245,2.125216044,2.012733634,1.521469627,0.999802482,0.1034039,-1.87199816,-0.119522375,1.729258908,0.840922714,1.122110749,1.286963753,1.186303194,-1.005303922,-0.183389148,0.554124027,-0.226101456,-0.622272068,-0.357641262,-2.167104532,0.688497474,1.010483823,0.632512244,0.410268873,-0.07554854,0.859433579,1.21934556,1.079764251,-1.03875454,0.122644616,0.891078365,1.433558937,1.151763548,0.756199771,-0.168665123,-0.21,0.775691207,1.00921779,0.908961155,0.761944174,-1.94896277,-0.032463128,0.011816,-1.683495608,-0.881587819,-0.580368456,0.537644897,0.823348855,0.897984623,0.227306,0.443186882,0.98940886,1.141667045,0.6722539,0.881029146,-0.772507886,-0.53552452,-0.214,0.378933319,0.575993623,-0.301510428,-0.406325065,0.135876629,-1.836857493,0.498030657,0.473347406,0.593211806,1.12935804,-0.148309539,1.27931549,1.269891456,1.370157299,1.237858606,1.21985705,1.039369637,1.003586542,1.277629865,0.865908314,-0.927262588,0.577741245,0.151886286,0.361608579,0.37790894,-0.449208198,-0.09951073,0.276212894,-0.572489905,0.01266889,0.180046517,-0.05512533,0.721067511,-0.841277379,-0.826791725,0.161705031,0.240936581,0.052148763,-0.453561957,-1.362943044,0.55311239,0.046872708,-0.16293664,-1.157875012,-2.46537821,-3.250793104,-6.890024317,-1.017033065,-1.291533171,0.043274847,0.366704038,0.3921594,0.496854746,0.079682454,-0.720493992,1.180559957,0.175237754,-0.60741372,-0.433435762,0.505998952,0.497995135,-0.454626337,-0.980185627,-0.52816929,-2.175657588,-0.690883557,-0.401600903,0.267507489,-0.003821675,0.121290568,0.068749312,-2.098117318,-1.185058695,-1.362267684,-1.277826954,0.04057911,-0.120260211,-2.021256165,-1.907984794,-0.762903708,-0.876616105,-2.095611081,-1.720230395,-0.78524649,-1.383713787,-1.810489358,-2.725700749,-0.610280298,0.26944618,-0.012137356,-0.29444261,-0.403240413,-0.311420796,1.100257845,0.798430107,0.550714036,-1.49044276,-1.92526364,-0.007200359,0.451178723,0.298694042,1.032687931,0.47554167,-0.743889,0.945152456,0.566650522,-1.488337273,0.042852194,0.220966938,-2.041125337,-0.080373537,1.325846321,1.55569629,1.588226804,1.370942234,1.429232508,1.08542088,1.591713639,2.032965553,1.504629245,0.627,-2.360566577,-0.544238149,-0.281623124,0.212395369,-0.386776708,-0.334879548,-0.151500944,-0.486372314,0.638822686,0.189075684,0.556335951,0.79893314,-1.827830085,-1.04254317,-0.65258895,0.218782753,0.295549823,-1.94642723,-1.55470038,-3.075700953,-0.483091168,-0.670780996,-0.362317634,-1.018594279,-0.764870452,-0.395793183,-0.367614589,0.079797432,-0.605376645,-0.400569619,-1.597268129,-0.3150505,-0.862042746,0.530284821,-1.149432966,-2.50864301,-4.303964547,-0.386527625,0.577654225,0.127581725,0.782660545,-0.378166856,-0.477528618,-0.40586546,-0.427825079,-0.293111981,-0.266422843,0.387060972,-0.270821503,0.566314863,-0.06176431,-0.37938601,-1.747386013,-0.572450672,0.054203389,-4.861565611,-2.155700138,-2.2510767,-1.574919178,-2.041337447,-0.631624936,-0.817516421,-1.239018674,-0.59369189,-0.366227307,0.128518865,-2.025347998,-1.495634713,-2.86611451,-1.859730483,-0.781282393,-1.113896633,-0.407473939,0.095674034,2.12164892,2.089918353,-1.268562683,0.227171868,0.54707811,-2.536054916,-0.451508254,-0.172137908,-4.361721658,-0.817
"1-149-2_0_A2_2","1",0.57896497,0.728390911,0.856824082,0.98334235,1.640562628,1.661932607,1.529329764,1.099077968,1.592180969,1.845702383,2.513377392,1.300156526,0.86031676,0.765630397,1.143913411,1.195997539,1.021622343,0.949968275,0.04255117,1.04115152,1.12689058,1.13695572,-0.781179649,-3.560158966,-0.791594523,0.597,0.521719215,-0.162728986,-2.29627864,-2.334771125,-2.064159255,-1.18500223,-0.043240334,-0.115332114,0.139378277,1.222879847,0.966063817,0.614745402,0.530685284,0.953089622,0.77611168,0.770368873,0.646388785,0.814627721,0.728965098,0.771194649,0.588934053,0.652562666,1.147004135,1.56428694,1.297797817,1.072446568,0.820223419,0.852412397,1.497423792,-0.382686313,1.722267074,-0.67537766,-0.938881841,-0.341001856,0.957501333,1.113023328,0.872902697,0.123229002,-0.110561082,-0.24984502,-0.733276894,-0.091726173,0.206871628,0.132971706,0.091829502,-0.585081443,0.28789402,-0.77297582,-1.530311475,-1.100294891,-0.82665821,-0.71008327,-0.694796102,-0.681370342,-0.634553503,-0.64325352,-0.642419219,-0.624544507,-0.652149648,-0.486865318,-2.46735191,1.199107593,1.24,0.80014442,-0.719471416,-2.272032195,-0.747662059,-0.617403134,0.031214304,0.52763331,1.129422247,1.181433588,-0.15537691,0.800938446,0.973278032,1.444526536,-0.578746119,-0.725269306,-0.405566566,-0.197668233,-0.05283913,0.115380199,0.18453765,0.251385237,1.150830572,1.488236977,1.001488573,1.049543431,1.130050953,1.019384303,-0.821533949,-1.126142214,-0.886643163,-0.57688278,-0.630810596,0.527532296,0.62115838,0.108489019,-0.080697057,-0.164559132,-0.476688988,-1.88732012,-2.114098414,-2.15,-1.524615509,-0.804243012,0.001365577,0.26240591,0.514647329,0.500372522,1.14842159,-0.465867225,1.68634343,1.38099855,1.077058134,0.767659564,2.100497389,1.811588412,2.26284182,2.285595012,1.677667779,2.249168574,2.189816282,1.6280478,0.991687478,0.09458603,-3.80418235,0.083496815,1.565042761,-0.067791308,0.464383031,0.477998991,0.491973316,-1.329677422,-0.185249146,0.838414767,0.207710489,-1.014006578,-0.780975774,-1.249898519,0.294166831,0.949735001,0.701051358,0.649533266,0.489084055,0.780476754,1.339518622,1.185722934,-0.66658783,-0.392722033,0.478840885,1.234030421,1.375329489,1.172489423,0.544773907,0.323,1.148847055,1.30049675,1.014201547,1.163170503,-2.19997835,0.320480217,0.47586539,-0.737329201,-0.341980315,-0.116342414,0.132072983,0.728787418,0.821620305,0.250463993,-0.699087536,0.24339317,0.913420358,0.09989442,0.673500509,-0.375590308,0.54305571,0.998,0.556270078,0.728926038,1.139719839,0.72961151,0.282405307,0.598248226,1.047850331,0.182870296,0.436089296,0.104685157,-2.931813995,0.547793705,0.82927549,0.92629513,0.851780724,0.95856391,0.89286972,0.887811598,1.229926869,0.256413928,-0.781885734,-0.085436138,-0.660622673,-0.250259985,0.03329886,-0.392800149,-0.62309756,0.682106748,-1.094116223,-0.41338304,0.170007166,0.509485351,0.379864811,-0.273650139,-0.452627425,-0.57717281,-1.704113916,-1.565551311,-0.738055155,-1.363894965,-0.187276442,-0.000375272,-0.16729337,-0.152337258,-0.4461078,-0.784730879,-1.643340893,-1.319629553,-3.918453,0.764502585,0.771348474,0.38647307,-0.414739777,0.397405464,0.496218458,0.566949595,0.335647975,0.47537152,0.340839698,0.214179017,-0.337718888,-0.32716589,0.510804379,0.49586779,-0.30843061,-1.042217664,-1.031899089,-0.911337012,-0.573439207,-0.021651003,0.0710085,-1.928065025,-0.603926355,-0.720607616,-1.266204678,0.366624405,-0.117932253,-2.003118748,-1.890912051,-1.003577934,-0.536857721,-1.633011616,-1.542932667,-1.40750937,-0.752688011,-1.333917605,-1.27214206,0.259155145,0.72512535,0.388549671,-0.36922555,-0.144399183,-0.353015888,-0.346215224,0.559801903,0.406243162,-0.14631202,-0.77485254,0.120974707,0.232836754,0.11145907,0.443325119,0.71532498,-1.05353006,0.702333566,0.323332784,0.284654673,0.27123442,0.237007148,-2.30494611,-0.157874842,1.286415113,1.346843967,1.506822332,1.338175428,0.822745835,0.934969759,1.47595341,1.933580879,0.629670773,0.776,0.113581181,-2.956988145,-0.130352985,0.779407351,-0.413059034,-3.807406797,0.676307865,-0.500402901,-0.846934761,0.304109162,0.174272397,0.305548925,-0.063451016,-1.15349218,-0.660495318,0.200763451,-1.163737721,-2.72941083,-2.16258318,-0.436216445,-1.041155278,-2.207116466,0.30762927,-0.105369842,-1.453125608,0.131914467,-0.517761722,0.580843799,-2.288640236,-0.184859571,-1.644216019,0.384121576,-0.136961397,-0.39870256,0.310322895,-1.394196974,-0.237032397,-6.140304313,-1.877489287,0.33782566,0.817815572,-0.602832977,0.315074395,0.64858293,-1.92035858,-0.175817072,-0.192995867,-1.025736134,-0.307509507,0.320295102,-0.04068046,0.50502067,0.672304785,-0.15874702,-0.083202009,-0.95216011,-1.655588733,-1.77115944,-1.114306283,-1.488973036,-2.21994761,-1.19167674,-1.531931772,-0.45149618,0.276113837,-0.172994635,-1.859121982,-1.385343099,-1.64608955,-0.386748586,-0.567039612,0.269746093,-0.428248737,-0.856431989,1.991175058,1.878858415,0.510462093,-2.62727555,0.1776416,-1.239726995,0.519776133,-0.405077948,-1.050455486,-2.39
"1-149-3_0_A2_1","1",0.58374203,0.686391045,0.826598479,1.32985925,1.522732645,1.558059036,1.530690065,1.096541746,1.634504164,1.880328091,2.556837215,0.950867122,0.353076799,0.299196245,0.840745349,0.900607817,1.165841015,1.241624351,0.86553462,0.87894183,0.967440951,0.75642598,-0.781789386,-3.388170081,-0.472547047,0.858,0.590747351,-0.009668304,-1.35464571,-6.724726149,-1.227951928,-1.40396813,-0.557034191,-0.087467892,0.558143397,1.228148875,1.123624723,0.965529163,-0.019679095,-0.146905401,0.57610541,0.727025399,0.863408108,1.05725995,0.870664367,0.781389935,0.877346428,0.707965095,1.188044216,1.537725302,1.371179277,1.225859473,1.102519136,1.320185227,1.098320847,-2.010362635,1.687467101,-0.92646146,-1.613909931,-1.576453612,0.523471661,0.965209198,1.006873866,0.399018401,-0.112950724,-1.43168088,-0.75166832,0.556286821,0.385107928,0.192296262,-0.040360507,0.23682123,0.311849837,-1.517203151,-2.64601479,-2.054168234,-1.47574997,-1.09372391,-1.000928628,-0.977615049,-1.002827629,-1.01238706,-0.980483693,-0.926750153,-0.780242563,-0.597762251,-0.379187955,0.321836561,0.378,0.88732983,-0.20463552,-1.140674986,-2.215371652,-2.591746156,-0.285151395,0.44964878,1.135575426,1.151677251,-0.5595329,0.873446268,1.086231283,1.584362421,-0.075098513,-0.447421669,-0.427607773,-0.153553885,0.08594892,0.412858165,0.49813477,0.555928737,0.719423481,1.047734625,1.208216651,1.3095736,1.13105633,0.755056023,-2.65162407,-1.196674014,-0.948888707,-0.49148119,-0.277229323,0.220507934,-0.42814598,0.15490415,-0.173150428,-0.270578189,-0.489240276,-1.2757333,-1.358112843,-1.36,-0.981442598,-0.865478309,-0.250176532,0.33568155,0.704977708,0.653400746,1.041165372,0.936928667,1.64962638,1.34208961,1.411796761,1.30507386,2.050143243,1.778172096,2.12810781,2.105942517,1.484694909,1.976961027,1.892062917,1.44809135,0.868518084,-0.0359528,-1.77100503,-0.655236823,1.233516944,0.407325634,0.594017931,0.917304282,0.557508795,-5.40870468,-0.101404244,0.728498868,-0.350546349,-1.146439914,-1.050238873,-1.068454503,0.329575348,0.907862276,0.662585207,0.099382804,-0.279824144,0.764348185,1.095039551,1.024284665,-0.37521941,-0.021315278,0.973131671,1.29976536,1.082525517,1.062382937,0.722006621,0.766,0.931858373,1.27066179,1.072958369,1.043103554,-4.63651756,0.17391659,-0.20010962,-0.309971606,-0.786087189,-0.904774467,-0.516389526,-0.684656481,-0.787370412,-0.650221706,-0.678542785,-0.42974118,0.46999676,0.22178559,1.415110253,-0.187688652,-1.5702049,-0.443,-0.141442837,0.384373869,0.493140215,0.731570495,-4.153479241,-0.147909008,0.008933853,0.439376692,-1.080864684,0.426722375,0.49413177,1.33779561,1.16476638,1.261718714,1.133215015,1.18210722,1.053811419,1.06715152,1.712838118,0.168505324,-0.315808301,-0.124713363,0.119508962,-0.011425273,0.67930589,-1.360292291,-2.22125485,0.187625428,-0.063525685,-0.16870478,-0.70159913,0.550155022,1.053954526,-2.287365522,-0.055762267,0.387333893,0.10776669,0.169752014,0.474537903,-0.779119066,-1.394194599,-4.698110134,-5.25860022,-2.902641522,-1.12255866,-0.814034037,-0.261231666,-1.808416218,-1.859285737,0.799176722,0.97655695,-1.550471436,1.050238362,0.286006238,0.514325301,0.688352934,0.287411202,-0.2184103,0.464247967,0.285321902,-0.159511328,0.553312248,0.301820656,0.490948982,0.348615134,-0.004584076,0.062984158,0.046665953,0.080883635,0.268568771,0.26317681,-1.297759678,-0.312613296,-0.176233712,-4.455551847,-0.182100528,0.123360451,-2.368729614,-2.57305675,-0.639543199,0.042732576,-0.113375843,-0.580168557,-1.33676762,-0.948994296,-0.890034767,0.071971523,0.269758448,0.02807044,0.240705321,-7.88341435,-2.015159089,-0.53603176,0.850554467,0.917474449,0.866889567,-0.01694834,0.04287173,1.130118495,1.419107685,0.98456033,0.69024175,0.57666027,0.07210043,-0.077319779,0.244174282,0.144101627,-1.118164036,0.02555829,-4.798216546,-0.012368505,1.01313357,1.180645312,1.423870671,1.126482288,1.453860421,1.080120851,1.384392243,1.495084592,1.278684179,0.905,-1.207747265,-1.171508039,0.373771209,0.879609234,-0.500960844,-0.094304531,0.034135923,0.338193989,-0.926860309,-0.519449518,0.665116088,0.328545185,-2.893144149,-0.87777389,-0.639079382,0.167282574,-0.319928444,-1.644710637,-1.46054422,-0.564966707,-0.932090571,-0.792679566,-0.199473261,-0.975516636,-0.11749007,-0.648544694,0.373435684,0.073363337,-4.505142176,0.331734713,0.488617977,-0.42152305,-0.289056288,1.091788445,0.580709697,-1.11726889,-1.161169778,0.149247851,1.114887125,-0.09982114,0.42340389,-0.335324482,0.142248658,1.01738535,-0.065819906,-0.268287313,0.550367792,0.814332382,0.064498958,0.140207708,0.97015416,0.07642332,-0.384659354,-0.139906534,0.398233438,-1.244660565,-1.800235987,-1.34895322,-1.162227435,-0.663295762,0.030518114,0.235334112,-1.169031766,-0.49295187,-0.480885031,0.506295152,-1.900778831,-1.593716818,-2.16588657,-0.525137797,-0.223084602,0.614491969,-1.557151015,-0.951043064,2.040176165,1.82892197,-1.488797908,0.283399522,0.01818827,-6.442004545,-1.444123813,-0.505812707,-0.957196511,-0.515
"1-202-1_0_C4_1","1",0.52326252,0.8897342,0.447464914,0.82855734,1.344792246,1.407322951,0.604649333,0.976737375,1.126176362,1.109632921,1.47787787,1.489979529,1.540400051,1.452806831,0.985803723,0.906081138,1.248287303,1.252233937,0.81103225,0.65232065,0.702060626,0.554736137,0.032034681,-0.062576437,-0.283145669,-0.21,-0.122669009,-0.256963182,-0.17280047,-0.154543639,-0.390264245,-0.2186837,-0.368136034,-0.462007923,-0.167629122,0.674142689,0.596411684,0.275243266,-0.903416627,-0.201055413,-0.01012861,0.099377866,0.61388628,0.819125144,0.941775897,0.279294832,0.628747069,0.584100515,0.524286608,-0.340999817,-1.906911445,-2.689128967,-1.223633913,0.593063793,-0.165042793,-0.058217181,0.419255887,0.40242573,-0.28184391,-1.160224458,-0.635881905,-0.332298208,-0.152750175,-0.460937366,-0.721256263,-0.89561482,-1.325071125,-0.177832557,-0.084441234,0.039050114,-0.645208264,-0.484982415,0.321408166,0.124399758,0.482606712,1.112641958,1.35184717,1.31366217,1.272714604,1.243603898,0.920491153,-0.32534842,-0.433637909,-0.677961267,-1.116344216,-1.043492848,-0.374400307,0.713047046,0.762,0.3014638,-0.10377945,0.13859631,0.44334966,0.812685978,0.742034108,0.54831961,-0.105642322,0.294457982,-0.27417916,-0.384894471,-0.362079695,-0.294019861,0.244369533,0.783564081,1.061728469,1.117380192,1.09305848,1.093825583,1.10405199,1.114080928,0.957683862,-0.700328835,0.121192867,0.688312945,0.828700545,0.4697404,-0.533645332,-0.583015742,-0.594110849,-0.4664527,-0.352840309,0.565349906,0.20517605,0.530576287,0.404863781,0.397529471,0.365135278,0.17372187,0.134498371,0.121,0.028183517,-1.129918282,-1.733086499,-1.01903695,0.020838657,0.50895071,0.072444355,0.510530096,0.76865677,0.78607662,0.89795227,-0.823040904,0.807825745,0.217018276,0.26680737,0.247423646,0.283041754,0.398503093,0.401002505,0.242548512,0.032635237,-0.22908274,-0.09762846,-3.085588567,0.802193282,-0.314983741,0.306610315,0.411376362,0.045443798,-0.588511535,0.557144215,0.662659279,0.11358834,0.613928886,0.080746721,0.588160664,0.497774361,0.342596179,0.700222865,0.890751236,0.351928927,-0.105154195,-1.029666745,-0.72172888,0.1529583,-0.4516306,-1.127936241,-1.252110747,-1.322049077,-1.080822546,-0.529361623,-0.917,-1.665803092,0.87625916,0.859213775,0.764649779,-0.27110928,-2.779878253,-2.16421404,0.839091377,1.019727026,1.161434341,0.89554849,0.678113684,0.563885664,0.617491993,0.936363772,0.85298149,0.342435589,-0.45168863,-1.627098033,-1.353274372,0.12017242,-0.258,0.078393085,-0.823577035,0.417491619,-0.078825151,-0.159459097,0.23998602,-1.927566343,1.142311944,0.487202574,-0.020152223,-0.20197824,-0.416090956,-0.122095962,-0.179111245,-0.191313414,-0.20177608,-0.002861987,0.056245222,-0.589065898,-2.531683382,1.846857035,0.141138542,-0.643719224,-0.067324615,-0.57089301,0.834227215,1.18867209,0.240665889,1.71827892,1.41662474,1.034509431,0.879667545,0.347559604,-1.39431391,0.498581039,0.110350263,-0.155376831,-0.147064717,-0.910990372,-1.479101389,-0.951774313,-2.532484875,-2.04216752,-1.665223092,-0.60418062,-0.706902719,-0.764933893,-1.107795622,-0.677674699,0.845898253,1.223682769,-0.033897449,0.730535668,0.246303526,-0.709397572,0.349345023,-0.312346374,0.44546007,-1.5771852,1.442556474,0.480364893,0.83177395,0.761884639,0.462018024,-0.764840989,-2.79411501,-2.212349741,-1.185103537,-0.76251788,-0.553915871,-0.45130025,-0.181491388,-0.086523227,-0.015514448,0.536495979,0.198099238,0.236263108,0.062127415,0.014745875,-0.091574909,-0.081222365,-1.075331948,-1.187535864,-0.98656328,0.926064352,1.342911315,1.327503572,1.039594746,0.15884652,0.633456666,-0.8827285,-0.516501254,-0.510571701,-1.641007529,-1.22608676,-0.680331196,-0.59834298,-4.41548858,-1.693827937,-0.663760056,0.43621617,-0.263363587,-0.14638384,0.52379384,0.0317628,-2.112808359,0.327802401,0.22004563,-0.355452102,0.508145046,1.497993312,1.349859163,1.626040836,1.291406149,1.271380379,0.67773222,0.48899286,0.788017972,0.356386637,0.56241495,0.373,0.897972446,0.188261536,0.722490659,-0.460156531,0.261320555,0.727236395,0.295455427,0.773528091,-0.352449108,0.450923426,-3.464685711,-0.050787695,0.374229353,0.61201908,0.152378277,0.368239446,-0.284109061,-0.271195166,0.006836158,-0.036970985,-0.171635488,-0.401673695,-0.410611696,0.352999115,-0.82115212,0.247350544,-3.020467305,0.424474549,-0.095701413,-0.159578222,-0.651365375,-3.049259398,-1.329225758,0.243009713,0.480989582,-0.580816832,0.061197552,0.350690397,0.652394839,-1.250051807,0.348202654,2.418030763,2.387346958,1.68173314,0.15361149,1.828971809,1.187952392,-0.512048287,2.24985258,2.353094638,1.64015822,0.45771999,0.60753699,0.310606459,-0.425097412,-0.033984343,-0.062756132,-0.12696297,0.347727083,0.180056281,-0.227391862,0.298553483,0.436405073,0.32844854,-0.576514653,0.872785477,-0.247482087,-0.460282134,-1.12283446,-0.27653304,-1.424390447,0.239725957,0.221592761,0.809044767,1.96325093,1.393990043,-0.295633947,0.755333438,0.96308366,0.189181643,-0.116304053,0.919967901,-0.039271511,-0.076
